"","dates","titles","push","id"
"19",2017-07-14,"[新聞] 影射習近平？ 微博禁使用「小熊維尼」",105,"M.1500014818.A.F4A"
"20",2017-07-14,"[新聞] 陸委會籲北京啟動憲改 國台辦：民進黨",201,"M.1500015122.A.337"
"21",2017-07-14,"[問卦] ""打仗時台獨會跑光""是9.2出來帶風向的吧",166,"M.1500016373.A.C81"
"22",2017-07-14,"[問卦] 男森剪頭髮都花多少錢?",102,"M.1500017401.A.A08"
"23",2017-07-14,"[問卦] 戶田惠梨香是不是回不去惹QQ？",157,"M.1500018142.A.FC6"
"24",2017-07-14,"[爆卦] 香港再有四民泛民主派議員被取消資格",166,"M.1500018319.A.DC8"
"25",2017-07-14,"Re: [問卦] ""打仗時台獨會跑光""是9.2出來帶風向的吧",124,"M.1500019211.A.08E"
"26",2017-07-14,"[問卦] 酸高雄 何時變成一門顯學了?  ",106,"M.1500020025.A.FDC"
"27",2017-07-14,"[新聞] 男童陪阿嬤倒垃圾被輾斃 行車紀錄器畫面",124,"M.1500020147.A.E40"
"28",2017-07-14,"[問卦] jptt的畫畫功能是不是很好用？",117,"M.1500020745.A.AB9"
"29",2017-07-14,"[ＦＢ] 沃草─你是戒嚴時期的誰",211,"M.1500021845.A.5FF"
"30",2017-07-14,"[爆卦] 中國對版權大肅清",222,"M.1500024275.A.F61"
"31",2017-07-14,"[爆卦] 印度軍方要求96小時內打贏中國和巴基斯坦",222,"M.1500024287.A.F76"
"32",2017-07-14,"[新聞] 為了百萬獎學金 他棄雄中改唸高職普通科",113,"M.1500030940.A.96F"
"33",2017-07-14,"[新聞] 去劉曉波葬禮　 中：當事人邀請才給簽證",187,"M.1500031302.A.B55"
"34",2017-07-14,"[新聞] 陸電視劇灌籃吧高手 網民崩潰毀我童年",368,"M.1500032947.A.47F"
"35",2017-07-14,"Re: [爆卦] 我是時代力量前黨工 我要爆時力網軍的料",134,"M.1500034235.A.D82"
"36",2017-07-14,"[ＦＢ] 黃國昌：粗到令人瞠目結舌的預算編列",147,"M.1500034441.A.C8A"
"37",2017-07-14,"[新聞] 幫高調！日本84歲老爺爺 哭著想找兒時台",243,"M.1500034755.A.4CE"
"38",2017-07-14,"[尋人] 弟弟失聯近半年 請各位協尋..",176,"M.1500040176.A.CB7"
"39",2017-07-14,"[新聞] 只花34天 杜奕瑾用AI無人機「看見台灣」",191,"M.1500043035.A.B22"
"40",2017-07-15,"Re: [新聞] 一例一休太複雜　蔡英文：我法學博士，看",124,"M.1500050306.A.035"
"41",2017-07-15,"[問卦] 有真的愛台灣的外國youtuber嗎？",169,"M.1500050739.A.494"
"42",2017-07-15,"[新聞] CNN:德州將允許民眾配劍",124,"M.1500054140.A.C85"
"43",2017-07-15,"Re: [新聞]【軍事】雄三打遼寧號 一枚癱瘓四枚擊沉",104,"M.1500055101.A.DC8"
"44",2017-07-15,"Re: [新聞] CNN:德州將允許民眾配劍",107,"M.1500067605.A.5C0"
"45",2017-07-15,"[新聞] 詭！教主病死放遊艇 信眾拜腐屍等復活",211,"M.1500075546.A.F39"
"46",2017-07-15,"[新聞] 邊境衝突升溫！傳印度核彈瞄準大陸 全境",223,"M.1500080389.A.EFB"
"47",2017-07-15,"[問卦] 有沒有分手快樂的八卦？",224,"M.1500081112.A.ED9"
"48",2017-07-15,"[新聞] 未列世大運名單 美女泳后:台灣體壇超黑",382,"M.1500081949.A.4BA"
"49",2017-07-15,"[新聞] 自食惡果！邱議瑩遭摑掌發文討拍　網友?1",104,"M.1500083551.A.7B1"
"50",2017-07-15,"[新聞] 台灣國會打架登CNN　70逾萬外國網友笑翻",274,"M.1500086193.A.598"
"51",2017-07-15,"[新聞] 狠女勾2醫切14歲兒胃　34人成「器官提款",125,"M.1500088143.A.540"
"52",2017-07-15,"[新聞] 月花7萬「天天搭飛機上班」　任性男硬要",101,"M.1500088179.A.322"
"53",2017-07-15,"[新聞] 我不是台灣人　誰才是台灣人　　",127,"M.1500088877.A.E91"
"54",2017-07-15,"[新聞]爆紅之後…許淑華一巴掌惹議　遭起底父親",116,"M.1500089244.A.B06"
"55",2017-07-15,"[新聞] 對方來頭超大...美白人警隨意攔停黑人踢",153,"M.1500094357.A.30D"
"56",2017-07-15,"[爆卦] kof台灣中國開打惹",165,"M.1500096633.A.311"
"57",2017-07-15,"[問卦] 還有人記得天津大爆炸嗎？",119,"M.1500098237.A.8EA"
"58",2017-07-15,"[爆卦] 台灣選手ET拿下EVO 2017 KOF 14冠軍",119,"M.1500099777.A.EBC"
"59",2017-07-15,"[爆卦] KOF ET 冠軍啦!!!!",103,"M.1500099916.A.54D"
"60",2017-07-15,"[新聞] 越南新娘落跑還嗆：我不愛你我愛錢",143,"M.1500101115.A.F7C"
"61",2017-07-15,"[ＦＢ] 黃國昌　財政部長也跟著裝死嗎？",111,"M.1500102219.A.159"
"62",2017-07-15,"[新聞] 柯P火力全開 轟蔡政府「沒比馬好」、要宰",208,"M.1500102725.A.91C"
"63",2017-07-15,"[新聞] 劉曉波告別式 親友竟被踢爆「全是臨演」",308,"M.1500105332.A.D29"
"64",2017-07-15,"[新聞] 劉曉波哥哥大讚社會主義優越：感謝黨和政",324,"M.1500110022.A.2DE"
"65",2017-07-15,"[問卦] 還有人記得秒退味全 抵制味全活動嗎？",1055,"M.1500110169.A.9BB"
"66",2017-07-15,"[問卦] 馬來西亞華人是不是都很親中?",162,"M.1500112872.A.9BA"
"67",2017-07-15,"[問卦] 陶比版蜘蛛人比較好 還是加菲版蜘蛛人好?",115,"M.1500114176.A.979"
"68",2017-07-15,"[新聞] 被核爆23次 太平洋島礁70年後居然生意盎",123,"M.1500122222.A.C27"
"69",2017-07-15,"Re: [問卦] 現在的抽獎活動到底是不是真的？",140,"M.1500128243.A.12A"
"70",2017-07-15,"[爆卦] 香港人中環遊行弔念劉曉波",129,"M.1500129371.A.52A"
"71",2017-07-15,"Re: [新聞] 陸蝴蝶蘭出口美國　成台灣競爭對手",405,"M.1500131198.A.87B"
"72",2017-07-15,"[新聞] 大巨蛋仲裁案二連敗！故意輸掉大巨蛋？柯",131,"M.1500131403.A.159"
"73",2017-07-15,"[ＦＢ] 梁絲繐FB: 戰聖結石沒劈腿的說法",126,"M.1500132680.A.3ED"
"74",2017-07-16,"[ＦＢ] 將軍想碎屍萬段的媽媽出現了!!!",431,"M.1500136769.A.CC5"
"75",2017-07-16,"[ＦＢ] 葉丙成：世大運泳協黑箱弄掉選手",372,"M.1500153883.A.DA3"
"76",2017-07-16,"[新聞] 【有片】殉職警之子婚宴秀這封信　陳建州",103,"M.1500157966.A.BA1"
"77",2017-07-16,"Re: [新聞] 南京大屠殺 兩岸應牢記共同傷痛",101,"M.1500162137.A.1DF"
"78",2017-07-16,"[新聞] 調侃習近平「撩起裙子使勁幹」 內蒙官員",107,"M.1500163908.A.5DE"
"79",2017-07-16,"[新聞] 逆倫！19歲小鮮肉竟對美魔女媽媽伸狼爪",248,"M.1500167516.A.C6B"
"80",2017-07-16,"[新聞]火力全開再槓中央 柯文哲:換政府也沒比較",197,"M.1500167802.A.278"
"81",2017-07-16,"Re: [問卦] 美國伊利諾州是個怎樣的地方",101,"M.1500167893.A.B1A"
"82",2017-07-16,"[新聞] 黑人挺殉職警兒 國中一路到大婚",273,"M.1500170067.A.8FF"
"83",2017-07-16,"[問卦] 被自強號關門丟包只能算自己衰嗎?(發錢)",529,"M.1500170212.A.9BF"
"84",2017-07-16,"Re: [問卦] 素食者是不是很機掰？",114,"M.1500170505.A.CAB"
"85",2017-07-16,"[新聞] 大巨蛋仲裁二連敗柯Ｐ怨郝龍斌讓他啞巴",147,"M.1500174364.A.AC1"
"86",2017-07-16,"[新聞] 日本教科書自稱歷史最悠久 引陸網友吐槽",131,"M.1500175546.A.575"
"87",2017-07-16,"[問卦] 女友要跟7個男生到日本出差了...",146,"M.1500182985.A.80D"
"88",2017-07-16,"[新聞] 「台灣已徹底被統治」 郭文貴揭解放軍19",179,"M.1500186395.A.2E9"
"89",2017-07-16,"[新聞] 突圍！「空椅子」成了中國人紀念劉曉波",214,"M.1500189236.A.64B"
"90",2017-07-16,"[爆卦] 新北市政府袒護無能主管遺害社會",714,"M.1500193306.A.DEE"
"91",2017-07-16,"[新聞] 指考生暢談「亡國論」　閱卷師批：毫無",145,"M.1500201013.A.9D1"
"92",2017-07-16,"[問卦] 因為一句話而名留青史的鄉民？",102,"M.1500201496.A.2B0"
"93",2017-07-16,"Re: [問卦] 有""歷史群組""的八卦嗎?",143,"M.1500203684.A.D2C"
"94",2017-07-16,"Re: [新聞] 指考生暢談「亡國論」　閱卷師批：毫無",224,"M.1500204928.A.897"
"95",2017-07-16,"Re: [新聞] 指考生暢談「亡國論」　閱卷師批：毫",662,"M.1500207330.A.AA3"
"96",2017-07-16,"[問卦] 海賊王真人電影找誰好？",111,"M.1500207813.A.521"
"97",NA,"",133,"M.1500209781.A.404"
"98",2017-07-16,"Re: [新聞] 指考生暢談「亡國論」　閱卷師批：毫無",239,"M.1500210676.A.C6F"
"99",2017-07-16,"[新聞] 警察苦勸不聽　幼教師固執存款　11.9萬",438,"M.1500213085.A.6FF"
"100",2017-07-16,"[新聞] 這張台南街景照讓台灣丟臉？ 網友吵翻天",171,"M.1500213846.A.244"
"101",2017-07-16,"[新聞] 父親致歉「給妳長那麼醜」 女星醜到求助",112,"M.1500214777.A.308"
"102",2017-07-16,"[新聞] 前朝編世大運3場館預算 柯P嘆：內心OOXX",138,"M.1500215856.A.22E"
"103",2017-07-16,"[爆卦] 中國把「諾貝爾」列為禁止搜尋了！",370,"M.1500216725.A.D82"
"104",2017-07-16,"[爆卦] 深圳沃爾瑪發生暴力事件",278,"M.1500218979.A.FFC"
"105",2017-07-17,"Re: [新聞] 童靠超跑遭罵「碎屍萬段」 他一句嗆爆",467,"M.1500237048.A.C7A"
"106",2017-07-17,"[新聞]日薪3000元！被誤解看不起粗工 磁磚師傅先別批",104,"M.1500243544.A.B9A"
"107",2017-07-17,"[新聞] 演藝圈不好混 男星夜市擺攤養妻兒",100,"M.1500245764.A.402"
"108",2017-07-17,"[新聞] 文在寅挺勞工　南韓明年最低時薪201元起",111,"M.1500247832.A.C09"
"109",2017-07-17,"[新聞] 出站要驗票！乘客嫌麻煩...罵高鐵站務員",142,"M.1500248776.A.861"
"110",2017-07-17,"[問卦] 考手排 vs 考自排 選誰？",163,"M.1500250598.A.6EF"
"111",2017-07-17,"Re: [新聞] 花媽執政11年 人口成長墊底！委將減1席",163,"M.1500252280.A.1F2"
"112",2017-07-17,"[新聞] 台南國華街擠下台北101變台灣代表 日雜誌",155,"M.1500257009.A.7CE"
"113",2017-07-17,"[新聞] 受丁聖祐質疑 世大運女泳隊不比個人賽",318,"M.1500259950.A.129"
"114",2017-07-17,"[新聞] 「要公平不要破格」　台大泳后丁妹悍拒",130,"M.1500260222.A.4E3"
"115",2017-07-17,"[新聞] 少年騎機車打滑自摔 貨車輾過…",174,"M.1500262357.A.90A"
"116",2017-07-17,"[新聞] 柯文哲志在總統？傳綠營這樣解讀柯P槓中",177,"M.1500262572.A.843"
"117",2017-07-17,"[新聞] 中國官媒：美艦靠台是支持台獨，應擊沉！",586,"M.1500263127.A.EE4"
"118",2017-07-17,"[問卦] 麵攤這樣105算便宜嗎？",141,"M.1500263925.A.04E"
"119",2017-07-17,"[新聞] 獨家／月領退俸、出國須查驗 退休師批：",113,"M.1500266760.A.644"
"120",2017-07-17,"[ＦＢ] 靠北共產黨:侯漢廷在微博發維尼圖被刪了",244,"M.1500272844.A.731"
"121",2017-07-17,"[新聞] 新黨在微博發維尼圖想證明中國未禁 結果",583,"M.1500278257.A.F7A"
"122",2017-07-17,"[新聞] 柯文哲以戰逼和？ 綠斷言「志在總統」",122,"M.1500278722.A.356"
"123",2017-07-17,"[新聞] 阿嬤手抱砲彈進派出所 警嚇傻通報",174,"M.1500280386.A.9E1"
"124",2017-07-17,"[新聞] 無照少年撞重傷！影像還原　警否認「跟太緊」",147,"M.1500280460.A.BB8"
"125",2017-07-17,"[新聞] 駕「東瀛戰神」違規遭攔　男嗆警：不知道",168,"M.1500280908.A.91E"
"126",2017-07-17,"[問卦] 中國接下來會屏蔽《女爵》這首歌嗎？",202,"M.1500283682.A.DAB"
"127",2017-07-17,"Re: [ＦＢ] 靠北共產黨:侯漢廷在微博發的維尼圖被刪了",189,"M.1500284952.A.4C1"
"128",2017-07-17,"[問卦] 這樣一桌355算貴嗎",205,"M.1500285070.A.E09"
"129",2017-07-17,"[新聞] 年改吵翻天 92歲老榮民：政府要逼我們去",424,"M.1500285566.A.A0F"
"130",2017-07-17,"[新聞] 快訊／國軍遭搜索！　高階長官盜賣軍品",181,"M.1500291922.A.CA0"
"131",2017-07-17,"[爆卦] 大陸VPN被強制下架了",112,"M.1500295623.A.1A6"
"132",2017-07-17,"[新聞] 遭撞律師妻子趕到台南 直呼：為何丟下我",354,"M.1500296260.A.D08"
"133",2017-07-17,"[新聞] 中國首富落難 王健林被控走資遭禁貸",120,"M.1500296720.A.002"
"134",2017-07-17,"[新聞] 她淡水獨居55年 守護亡夫故居",103,"M.1500298735.A.E01"
"135",2017-07-17,"Re: [爆卦] 大陸VPN被強制下架了",245,"M.1500300528.A.8BD"
"136",2017-07-17,"[問卦] 起士蛋餅是不是蛋餅中最好吃的",165,"M.1500305084.A.B59"
"137",2017-07-17,"[新聞] 無照少年壓車過彎遭撞斃 女友淚崩「早叫",151,"M.1500305759.A.8E9"
"138",2017-07-18,"[爆卦] 禁小熊維尼全世界都知道惹",312,"M.1500308900.A.F6D"
"139",2017-07-18,"[新聞] 教育界的陳樹菊！回收存百萬 新北嬤葉勝",101,"M.1500313233.A.3AD"
"140",2017-07-18,"[新聞] 涉掏空中影3.7億　蔡正元聲押禁見",583,"M.1500320955.A.FA1"
"141",2017-07-18,"[問卦] 噴酒精真的可以殺蟑螂嗎？",103,"M.1500325105.A.B51"
"142",2017-07-18,"[新聞] 花蓮七星柴魚博物館大火 500坪園區全毀",163,"M.1500331965.A.46C"
"143",2017-07-18,"[新聞] 國軍戰車採購 爆億元弊案",114,"M.1500334173.A.971"
"144",2017-07-18,"[新聞] 國安單位：反年改陳抗 有中國勢力介入",157,"M.1500337155.A.D4A"
"145",2017-07-18,"[新聞] 印度選總統  柯文德篤定勝出",250,"M.1500338522.A.05A"
"146",2017-07-18,"[ＸＤ] 對抗line廣告群組邀請的秘訣",295,"M.1500339838.A.FBA"
"147",2017-07-18,"[新聞] 讓中國使館更址「劉曉波路」　參議員克魯",305,"M.1500341879.A.A86"
"148",2017-07-18,"[新聞] 南部低薪有多狂？台大畢業、10年資歷主管",237,"M.1500343181.A.751"
"149",2017-07-18,"[新聞] 兒嬉戲跌斷手 消防夫妻涉向麥當勞勒索706",102,"M.1500345753.A.E9F"
"150",2017-07-18,"[ＦＢ] 林淑芬 靠特許權利獲取暴利的採礦行為",159,"M.1500350640.A.B36"
"151",2017-07-18,"[新聞] 莒光園地超級小粉絲紅了！國防部邀他上電",133,"M.1500352685.A.BDA"
