"","char","freq"
"1","問卦",280344
"2","Re",122308
"3","新聞",115044
"4","嗎",38564
"5","什麼",37719
"6","八卦",30385
"7","　",28668
"8","有沒有",26824
"9","是不是",21354
"10","為",20867
"11","台灣",18443
"12","會",17750
"13","怎麼",13172
"14","爆卦",12204
"15","中國",9995
"16","怎麼辦",8674
"17","想",7469
"18","U",6943
"19","台",6718
"20","沒",6377
"21","日本",6233
"22","吃",6132
"23","該",5966
"24","現在",5695
"25","到底",5654
"26","真的",5269
"27","誰",5187
"28","說",5115
"29","肥宅",4974
"30","比較",4723
"31","世大運",4666
"32","年",4500
"33","怎樣",4496
"34","不會",4322
"35","為何",4299
"36","男",4262
"37","女生",4258
"38","萬",4128
"39","還是",4115
"40","女",4084
"41","讓",4003
"42","歲",3994
"43","台北",3872
"44","有人",3834
"45","沒有",3819
"46","遭",3755
"47","一個",3749
"48","做",3737
"49","對",3616
"50","哪個",3501
"51","買",3457
"52","這麼",3445
"53","中",3435
"54","柯文哲",3416
"55","柯P",3412
"56","A",3329
"57","後",3228
"58","喜歡",3129
"59","台大",2998
"60","美國",2952
"61","陳",2945
"62","與",2923
"63","高雄",2835
"64","卦",2688
"65","這",2625
"66","幹嘛",2599
"67","月",2590
"68","網友",2571
"69","這樣",2527
"70","30",2522
"71","朋友",2473
"72","卻",2469
"73","10",2455
"74","賴清德",2451
"75","一直",2437
"76","263",2426
"77","當",2409
"78","484",2380
"79","新",2344
"80","那麼",2318
"81","灣",2294
"82","高",2280
"83","鄉民",2278
"84","今天",2237
"85","學生",2217
"86","民進黨",2200
"87","時候",2187
"88","女友",2182
"89","開",2163
"90","還",2156
"91","來",2153
"92","請問",2152
"93","不能",2151
"94","覺得",2145
"95","感覺",2119
"96","很多",2067
"97","大學",2050
"98","看到",2021
"99","嗆",1998
"100","前",1975
"101","個",1950
"102","蔡英文",1948
"103","爆",1947
"104","國家",1941
"105","開始",1887
"106","勞基法",1877
"107","死",1876
"108","政府",1876
"109","工作",1863
"110","甚麼",1857
"111","知道",1836
"112","玩",1813
"113","黃國昌",1778
"114","男生",1771
"115","停電",1769
"116","欸",1760
"117","世界",1758
"118","還有",1750
"119","一例一休",1750
"120","麵",1746
"121","元",1738
"122","勞工",1701
"123","愛",1696
"124","哪裡",1694
"125","我們",1662
"126","穿",1650
"127","20",1642
"128","PTT",1642
"129","太",1639
"130","日",1630
"131","正妹",1625
"132","問題",1620
"133","不要",1607
"134","美",1603
"135","手機",1596
"136","妹妹",1573
"137","總統",1571
"138","北韓",1569
"139","億",1563
"140","算",1560
"141","版",1560
"142","大陸",1552
"143","時",1542
"144","機車",1529
"145","國民黨",1527
"146","柯",1518
"147","成",1455
"148","找",1446
"149","市長",1435
"150","屌",1415
"151","一堆",1406
"152","發現",1396
"153","出來",1395
"154","是否",1391
"155","幫",1383
"156","將",1382
"157","小時",1372
"158","怎辦",1358
"159","一樣",1356
"160","超",1344
"161","老闆",1339
"162","東西",1332
"163","罵",1331
"164","修法",1320
"165","妙禪",1309
"166","支持",1306
"167","可能",1304
"168","賣",1297
"169","好吃",1289
"170","韓國",1285
"171","其實",1279
"172","不到",1267
"173","男友",1260
"174","這個",1259
"175","花",1257
"176","FB",1252
"177","中共",1225
"178","竟",1222
"179","台南",1220
"180","搞頭",1206
"181","北",1203
"182","出",1198
"183","甲甲",1198
"184","給",1193
"185","快",1188
"186","遊戲",1187
"187","警察",1187
"188","板",1185
"189","注意",1184
"190","應該",1182
"191","選",1181
"192","幹",1177
"193","墾丁",1174
"194","咪",1169
"195","事",1165
"196","一定",1161
"197","跑",1160
"198","這次",1153
"199","文",1151
"200","天",1150
"201","兩岸",1149
"202","從",1146
"203","讚",1144
"204","小孩",1142
"205","捷運",1132
"206","國",1126
"207","多久",1125
"208","台中",1125
"209","反",1119
"210","影片",1118
"211","公司",1116
"212","過",1116
"213","老師",1115
"214","住",1114
"215","李",1108
"216","ptt",1107
"217","反年改",1106
"218","事件",1106
"219","錢",1105
"220","遇到",1098
"221","高中",1095
"222","批",1091
"223","請",1088
"224","推",1086
"225","的掛",1079
"226","成功",1079
"227","抗議",1077
"228","不用",1075
"229","年輕人",1072
"230","社會",1071
"231","回",1066
"232","傳",1059
"233","變",1050
"234","愛滋",1049
"235","獨立",1046
"236","明天",1045
"237","遊行",1041
"238","惹",1039
"239","全",1031
"240","分",1030
"241","睡",1029
"242","學校",1026
"243","姆",1025
"244","地方",1025
"245","店",1022
"246","人生",1021
"247","上班",1019
"248","薪水",1017
"249","12",1013
"250","館長",1012
"251","陸",1009
"252","更",1004
"253","K",1002
"254","蔡",1001
"255","最大",998
"256","拍",997
"257","走",984
"258","怎麼樣",981
"259","抓",975
"260","哪種",975
"261","送",970
"262","要求",969
"263","X",968
"264","帶",967
"265","發生",967
"266","別人",964
"267","員工",963
"268","冷氣",959
"269","明年",958
"270","時間",952
"271","15",950
"272","崩潰",950
"273","正",947
"274","9.2",944
"275","最強",942
"276","起來",939
"277","結婚",934
"278","立委",932
"279","變成",932
"280","直播",931
"281","林",930
"282","長",928
"283","前瞻",927
"284","完",927
"285","宣布",926
"286","選手",925
"287","案",924
"288","算是",924
"289","11",922
"290","時代",920
"291","差",918
"292","乃哥",918
"293","無",916
"294","原因",916
"295","一起",912
"296","今年",911
"297","曝光",909
"298","化",906
"299","代表",902
"300","電影",902
"301","站",901
"302","台女",900
"303","出現",893
"304","棒球",891
"305","妹",887
"306","vs",887
"307","當年",887
"308","最近",884
"309","賺",884
"310","有加",883
"311","的話",883
"312","聽",883
"313","假",882
"314","最後",876
"315","覺青",875
"316","大生",875
"317","台獨",874
"318","因為",873
"319","生",873
"320","挺",871
"321","早餐",867
"322","著",864
"323","網路",863
"324","片",856
"325","警",856
"326","先",854
"327","英文",854
"328","自殺",852
"329","老婆",852
"330","道歉",849
"331","團體",847
"332","南部",846
"333","法",845
"334","全球",844
"335","正常",841
"336","颱風",835
"337","問",833
"338","重機",831
"339","女兒",830
"340","需要",828
"341","容易",827
"342","突然",827
"343","一天",827
"344","認真",825
"345","聖",825
"346","喝",824
"347","結石",824
"348","女森",822
"349","中華民國",820
"350","狗",819
"351","第一",818
"352","同志",817
"353","中華",816
"354","教授",816
"355","性侵",815
"356","已經",811
"357","馬英九",809
"358","臺灣",807
"359","議員",804
"360","市府",803
"361","統一",801
"362","40",801
"363","50",800
"364","酸",799
"365","罷免",799
"366","適合",795
"367","何不",787
"368","地震",783
"369","沒人",778
"370","卡",778
"371","當兵",777
"372","月薪",777
"373","運動",775
"374","媽媽",773
"375","川普",770
"376","恐",769
"377","馬",769
"378","公務員",764
"379","怒",764
"380","意思",764
"381","臉",764
"382","約",759
"383","一次",759
"384","妹子",758
"385","最好",758
"386","香港",757
"387","應",757
"388","未來",755
"389","話",755
"390","100",754
"391","直接",753
"392","嚴重",753
"393","印度",752
"394","以前",751
"395","撞",748
"396","強",747
"397","iPhone",745
"398","連署",743
"399","民調",742
"400","寫",739
"401","次",738
"402","改",738
"403","學妹",735
"404","男人",733
"405","三",732
"406","你們",732
"407","畢業",732
"408","讀",731
"409","砲",730
"410","南韓",728
"411","無法",727
"412","國道",723
"413","醫生",721
"414","網",719
"415","文言文",718
"416","王",718
"417","參加",718
"418","辦",716
"419","老",715
"420","貓貓",713
"421","討厭",711
"422","女性",709
"423","人口",704
"424","放",703
"425","女孩",701
"426","老人",701
"427","了嗎",701
"428","處理",701
"429","半夜",701
"430","機會",699
"431","這種",698
"432","根本",697
"433","笑",697
"434","記者",696
"435","最高",696
"436","準備",695
"437","律師",692
"438","金城武",691
"439","便宜",691
"440","多少錢",687
"441","的卦",686
"442","出國",685
"443","少女",683
"444","搞",682
"445","發電",681
"446","張",680
"447","辦法",679
"448","騎",679
"449","真",679
"450","發",678
"451","包",678
"452","願意",678
"453","民主",678
"454","搶",675
"455","企業",673
"456","垃圾",673
"457","那個",673
"458","逾",673
"459","騎士",671
"460","難",670
"461","不好",670
"462","解決",669
"463","還要",668
"464","父母",668
"465","砍",668
"466","力量",667
"467","國際",665
"468","政治",664
"469","剩",664
"470","經濟",663
"471","連",663
"472","同學",663
"473","黃",662
"474","太陽",661
"475","醫師",661
"476","麥當勞",659
"477","神",657
"478","邊緣",656
"479","搭",655
"480","追",654
"481","車",649
"482","少子",649
"483","桃園",648
"484","綠",648
"485","發展",648
"486","法官",647
"487","敢",646
"488","殺",645
"489","男子",644
"490","喊",644
"491","通過",642
"492","妳",641
"493","廣告",640
"494","急",640
"495","生活",640
"496","每天",639
"497","16",639
"498","學者",637
"499","賴揆",636
"500","談",636
"501","百萬",635
"502","新北",634
"503","還會",634
"504","加班",632
"505","救",632
"506","大學生",631
"507","天堂",631
"508","18",631
"509","低",630
"510","黑人",630
"511","反核",629
"512","工程師",627
"513","開放",627
"514","文組",625
"515","臉書",625
"516","二",624
"517","歷史",621
"518","公告",617
"519","名",616
"520","節目",614
"521","女人",614
"522","狂",610
"523","學店",610
"524","經典",610
"525","不想",609
"526","名字",609
"527","恐怖",607
"528","19",607
"529","電",606
"530","心態",605
"531","度",604
"532","接受",604
"533","少",604
"534","裡",602
"535","掉",600
"536","別",600
"537","薪資",599
"538","當初",599
"539","逼",599
"540","蘋果",598
"541","不敢",598
"542","提",598
"543","民眾",598
"544","什麼樣",596
"545","拉",595
"546","ㄇ",595
"547","廢",595
"548","破",594
"549","年輕",593
"550","以後",593
"551","烤肉",593
"552","丟",592
"553","師",591
"554","超越",591
"555","人類",591
"556","o",591
"557","想要",590
"558","歌",590
"559","驚",588
"560","手",587
"561","字",586
"562","活動",583
"563","seafood",580
"564","台北市",580
"565","22",580
"566","趴",579
"567","全面",577
"568","千萬",576
"569","習近平",576
"570","修",575
"571","內",575
"572","北京",574
"573","女朋友",572
"574","稱",571
"575","台電",571
"576","護理",570
"577","車禍",569
"578","失敗",568
"579","亞洲",567
"580","結果",566
"581","反對",565
"582","13",565
"583","全台",565
"584","希望",564
"585","比特",563
"586","關係",562
"587","這是",560
"588","水桶",558
"589","好看",558
"590","厲害",556
"591","北市",556
"592","低薪",555
"593","之後",554
"594","金",554
"595","只能",553
"596","歧視",553
"597","承認",552
"598","超級",551
"599","萬人",551
"600","消失",550
"601","便當",550
"602","派",550
"603","教",549
"604","新竹",547
"605","特別",546
"606","加入",546
"607","夜市",545
"608","聯盟",545
"609","比賽",545
"610","總統府",543
"611","法國",542
"612","可愛",542
"613","提案",541
"614","司機",539
"615","幾歲",538
"616","基本工資",537
"617","過譽",537
"618","重要",536
"619","兩個",536
"620","成為",535
"621","進",535
"622","影響",534
"623","第一次",534
"624","有錢",533
"625","學",533
"626","文化",533
"627","外國",531
"628","晚上",531
"629","200",530
"630","明哲",529
"631","越來越",529
"632","霸主",528
"633","超過",528
"634","睡覺",528
"635","尻",527
"636","不滿",526
"637","噓",525
"638","檢舉",525
"639","加薪",523
"640","換",523
"641","幣",523
"642","電腦",521
"643","勞動部",520
"644","一種",519
"645","倒",519
"646","業者",518
"647","王炳忠",518
"648","飲料",515
"649","高鐵",515
"650","討論",514
"651","國軍",514
"652","雞",513
"653","科技",513
"654","們",511
"655","夢",511
"656","專家",511
"657","公車",510
"658","組",510
"659","性",508
"660","單身",508
"661","貴",507
"662","爸爸",507
"663","一下",507
"664","B",506
"665","轟",504
"666","怕",503
"667","選舉",502
"668","發文",501
"669","德國",500
"670","人會",500
"671","未",500
"672","能力",498
"673","臭",498
"674","回應",498
"675","一句",498
"676","蔣萬安",498
"677","廁所",498
"678","娶",497
"679","懷孕",497
"680","近",495
"681","奶茶",494
"682","市",491
"683","餐廳",490
"684","做愛",489
"685","空氣",489
"686","侵",487
"687","60",487
"688","投資",487
"689","獨",487
"690","認識",485
"691","國外",485
"692","甲",484
"693","青年",483
"694","城市",482
"695","有無",482
"696","好玩",481
"697","摸",480
"698","好像",480
"699","發錢",479
"700","關於",479
"701","重",478
"702","吳敦義",478
"703","盼",478
"704","酒駕",478
"705","PO",478
"706","幾",478
"707","考",478
"708","分嗎",478
"709","點",477
"710","路",476
"711","爆料",476
"712","役",476
"713","年薪",473
"714","家",472
"715","黑",472
"716","一年",472
"717","哭",471
"718","攻擊",469
"719","生日",468
"720","2018",468
"721","砸",467
"722","吃飯",466
"723","算不算",466
"724","坐",465
"725","還在",465
"726","14",464
"727","觀光",464
"728","研究",463
"729","加",463
"730","的嗎",462
"731","D",461
"732","Fw",461
"733","蓋",461
"734","秒",460
"735","女童",460
"736","17",458
"737","媒體",457
"738","慶祝",457
"739","幸福",456
"740","中文",455
"741","存在",455
"742","年前",454
"743","洗",454
"744","分手",454
"745","詐騙",454
"746","槍",453
"747","學長",453
"748","停",453
"749","腿",452
"750","旅遊",452
"751","女子",452
"752","非",452
"753","唱",451
"754","拒",451
"755","駕駛",451
"756","相信",450
"757","國旗",450
"758","滷味",450
"759","紀錄",449
"760","指",449
"761","爽",448
"762","限電",447
"763","缺電",447
"764","英國",447
"765","獨家",446
"766","宅",446
"767","參選",445
"768","報告",444
"769","內褲",444
"770","加泰隆尼亞",444
"771","資方",444
"772","告",442
"773","裡面",442
"774","唸",441
"775","戰",441
"776","結束",440
"777","雄",440
"778","比例",440
"779","輸",439
"780","羅",439
"781","軍公教",438
"782","害",438
"783","徐",438
"784","值",436
"785","心情",436
"786","鬼",436
"787","同事",436
"788","教育",435
"789","中油",435
"790","立院",434
"791","奇怪",434
"792","風向",434
"793","事情",434
"794","戰爭",433
"795","家人",433
"796","起訴",432
"797","考上",432
"798","公開",432
"799","很大",431
"800","他們",431
"801","差別",430
"802","推薦",430
"803","自由",430
"804","調查",429
"805","團",429
"806","選擇",427
"807","小心",426
"808","E",425
"809","王八蛋",424
"810","35",424
"811","嫌",424
"812","明",424
"813","歐陽",424
"814","很少",423
"815","偷",423
"816","蟑螂",423
"817","功德",423
"818","可怕",422
"819","懂",422
"820","警方",422
"821","繼續",422
"822","方法",422
"823","值得",421
"824","天氣",421
"825","錯",421
"826","死亡",421
"827","講",421
"828","P",421
"829","黨",420
"830","照片",420
"831","賴",420
"832","中心",419
"833","退休",417
"834","硬",417
"835","大概",416
"836","放棄",416
"837","銀行",415
"838","藍",415
"839","歐洲",415
"840","G",414
"841","赴",413
"842","VS",412
"843","國民",411
"844","安全",411
"845","粉絲",411
"846","科大",410
"847","星",410
"848","包莖",408
"849","危險",408
"850","QQ",407
"851","不同",407
"852","熊",407
"853","飛機",406
"854","亂",406
"855","交通",406
"856","機",406
"857","英",406
"858","不再",405
"859","酒",405
"860","判",404
"861","職業",403
"862","開車",403
"863","兄弟",402
"864","交",402
"865","母豬",402
"866","見",400
"867","免費",400
"868","路上",400
"869","貼",400
"870","外國人",400
"871","還能",400
"872","現場",399
"873","疑",399
"874","質疑",399
"875","R",398
"876","泡",396
"877","分鐘",396
"878","違規",396
"879","體育",395
"880","隻",394
"881","食物",393
"882","25",393
"883","爭議",393
"884","尿",392
"885","賺錢",392
"886","喔",392
"887","使用",390
"888","核電",390
"889","金管會",390
"890","台北人",389
"891","原來",389
"892","電視",388
"893","老公",388
"894","24",388
"895","公投",388
"896","ㄉ",387
"897","金牌",386
"898","男性",385
"899","M",384
"900","徐乃麟",384
"901","擬",384
"902","肉",383
"903","大便",383
"904","殺人",383
"905","東京",383
"906","2017",382
"907","決定",382
"908","概念",382
"909","幾個",382
"910","違法",382
"911","外勞",382
"912","不爽",381
"913","預算",381
"914","回家",381
"915","GG",380
"916","澳洲",379
"917","系",379
"918","得到",379
"919","完全",378
"920","廢文",378
"921","少年",378
"922","室友",378
"923","一個月",378
"924","娃娃",378
"925","念",376
"926","縣市",376
"927","道",376
"928","看過",376
"929","獲",375
"930","身體",375
"931","慘",374
"932","流行",374
"933","爆炸",373
"934","行動",373
"935","女同事",372
"936","剛剛",372
"937","歌聲",372
"938","戴",372
"939","500",372
"940","落後",371
"941","300",371
"942","記得",371
"943","今晚",371
"944","回來",371
"945","支那",370
"946","發明",370
"947","萬元",370
"948","還沒",369
"949","空",369
"950","台語",368
"951","堅持",368
"952","醫院",367
"953","越",367
"954","冷",367
"955","林全",367
"956","取代",367
"957","書",366
"958","台積電",366
"959","瑜",366
"960","旁邊",366
"961","翻",366
"962","HTC",366
"963","中華隊",365
"964","好處",365
"965","認為",365
"966","何時",365
"967","官員",365
"968","造成",365
"969","登",364
"970","自稱",364
"971","韓",363
"972","藝人",362
"973","號",362
"974","軍",361
"975","紅",361
"976","感謝",361
"977","盒盒",361
"978","心",360
"979","回收",360
"980","養",360
"981","菊",360
"982","飛彈",359
"983","收",359
"984","80",359
"985","工時",359
"986","人民",359
"987","聽到",359
"988","很爽",358
"989","詹詠然",358
"990","籲",358
"991","曝",358
"992","拒絕",357
"993","街頭",356
"994","家長",356
"995","永遠",356
"996","真正",356
"997","過氣",356
"998","搜索",355
"999","美女",355
"1000","產業",355
"1001","計畫",355
"1002","嘴",355
"1003","飽",354
"1004","開幕",354
"1005","政",354
"1006","主管",354
"1007","林美珠",353
"1008","味道",353
"1009","汙",353
"1010","取消",352
"1011","市場",352
"1012","幾天",352
"1013","好嗎",351
"1014","永明",350
"1015","動畫",350
"1016","國慶",350
"1017","文章",350
"1018","26",349
"1019","掛",349
"1020","打工",349
"1021","民",349
"1022","原住民",349
"1023","高中生",348
"1024","出生",348
"1025","禁",348
"1026","圖",348
"1027","AV",347
"1028","移民",347
"1029","合理",347
"1030","洗澡",347
"1031","意義",346
"1032","唐從聖",346
"1033","電子",346
"1034","打臉",346
"1035","八掛",346
"1036","投票",346
"1037","母",346
"1038","智障",346
"1039","情侶",346
"1040","贏",345
"1041","這些",345
"1042","登入",345
"1043","技術",345
"1044","Google",345
"1045","政經",345
"1046","條件",344
"1047","電廠",344
"1048","跳",344
"1049","達",344
"1050","兩",344
"1051","確定",344
"1052","一半",343
"1053","飛",343
"1054","胖",343
"1055","法院",343
"1056","C",343
"1057","AI",342
"1058","汽車",342
"1059","上課",342
"1060","逮",342
"1061","中醫",341
"1062","年金",341
"1063","奶",340
"1064","地球",340
"1065","der",339
"1066","工具",339
"1067","憑",339
"1068","北部",338
"1069","休",338
"1070","全國",338
"1071","求",338
"1072","是誰",337
"1073","英雄",337
"1074","小時候",337
"1075","機率",337
"1076","店員",337
"1077","交往",336
"1078","政策",335
"1079","撿",335
"1080","基隆",335
"1081","附近",335
"1082","下班",335
"1083","拚",334
"1084","衣服",334
"1085","進來",334
"1086","證實",333
"1087","挑戰",333
"1088","找到",332
"1089","意外",332
"1090","狼",331
"1091","男女",330
"1092","鍋貼",330
"1093","出門",330
"1094","壓力",329
"1095","後悔",329
"1096","信",329
"1097","丟臉",329
"1098","第二",329
"1099","護士",328
"1100","巨蛋",328
"1101","帥哥",328
"1102","界",328
"1103","傷",328
"1104","強國",327
"1105","帳號",327
"1106","騎車",327
"1107","不行",326
"1108","隔壁",326
"1109","勝利",326
"1110","上海",324
"1111","宿舍",324
"1112","拍照",324
"1113","音樂",324
"1114","動物",324
"1115","火車",324
"1116","超商",323
"1117","禁止",323
"1118","酒店",323
"1119","公園",322
"1120","動漫",322
"1121","賠",322
"1122","長大",322
"1123","危機",322
"1124","進步",322
"1125","電話",322
"1126","鄰居",322
"1127","人士",321
"1128","料理",321
"1129","全世界",321
"1130","女神",321
"1131","快訊",321
"1132","政院",320
"1133","咖啡",320
"1134","集體",320
"1135","漫畫",320
"1136","孩子",320
"1137","竟是",320
"1138","金正恩",319
"1139","駕",319
"1140","戰機",319
"1141","房價",319
"1142","屁股",318
"1143","畫面",318
"1144","同意",317
"1145","嘆",317
"1146","協會",317
"1147","快樂",317
"1148","搭訕",316
"1149","機場",316
"1150","不夠",316
"1151","演唱會",316
"1152","區",316
"1153","四大",315
"1154","很難",315
"1155","關",315
"1156","成立",315
"1157","真相",314
"1158","西班牙",314
"1159","早上",313
"1160","唯一",313
"1161","收到",313
"1162","委",313
"1163","劉曉波",313
"1164","車站",312
"1165","一點",312
"1166","美食",312
"1167","法律",312
"1168","理組",311
"1169","人數",311
"1170","檢討",311
"1171","世祖",310
"1172","講話",310
"1173","T",310
"1174","2665",310
"1175","女權",310
"1176","iphone",309
"1177","越南",309
"1178","沒用",309
"1179","扯",309
"1180","黑道",309
"1181","菜",308
"1182","泰國",308
"1183","富",308
"1184","罷昌",308
"1185","二戰",308
"1186","千",308
"1187","幾年",308
"1188","騙",308
"1189","房子",307
"1190","正式",307
"1191","水",307
"1192","義美",307
"1193","下去",307
"1194","公布",307
"1195","碩士",307
"1196","違建",307
"1197","數學",307
"1198","排",306
"1199","三寶",306
"1200","低端",306
"1201","陸客",306
"1202","國中",305
"1203","網站",305
"1204","306",305
"1205","八",305
"1206","投",305
"1207","共識",304
"1208","明明",304
"1209","中央",304
"1210","裝",304
"1211","正義",304
"1212","家裡",304
"1213","雙",304
"1214","兒子",303
"1215","支付",303
"1216","合作",303
"1217","瘋狂",303
"1218","F",303
"1219","機器人",302
"1220","跳樓",302
"1221","窮人",302
"1222","23",301
"1223","疑似",301
"1224","處男",301
"1225","擋",300
"1226","鬧場",299
"1227","姐姐",299
"1228","改成",299
"1229","族群",299
"1230","外",299
"1231","終於",299
"1232","CP",299
"1233","改革",299
"1234","四",298
"1235","聲音",298
"1236","國小",298
"1237","LINE",298
"1238","冠軍",298
"1239","鬆綁",298
"1240","建設",298
"1241","將軍",297
"1242","集團",297
"1243","影",297
"1244","飯店",296
"1245","語言",296
"1246","同性戀",296
"1247","第一個",296
"1248","黨工",295
"1249","收入",295
"1250","最快",294
"1251","告白",294
"1252","面對",294
"1253","k",294
"1254","oBike",294
"1255","房間",294
"1256","史上",293
"1257","率",293
"1258","課",293
"1259","女孩兒",293
"1260","領",293
"1261","官方",293
"1262","客運",293
"1263","龍",292
"1264","70",292
"1265","最新",291
"1266","半",291
"1267","噁心",291
"1268","慘遭",290
"1269","撞死",290
"1270","改名",290
"1271","排隊",289
"1272","男童",289
"1273","抱怨",289
"1274","智商",289
